player_id,player_display_name,position,team,opponent_team,gameday,projected_pts,implied_team_total,depth_chart_position,injury_status_score,is_home,off_epa_roll4,opp_season_win_pct,opp_win_pct_roll4,off_epa_rank,sos_rank,pred_qb_pass_yards,pred_qb_rush_yards,pred_rush_yards,pred_rec_yards,pred_wr_receptions,pred_wr_rec_yards,pred_te_receptions,pred_te_rec_yards
00-0036165,Isaiah Hodgins,WR,NYG,CHI,2025-11-09,4.21,25.0,2.0,1.0,0,-0.0875692463965452,0.1333333333333333,0.5231684981684982,23,12,,,,,1.56,21.49,,
00-0036849,Tutu Atwell,WR,LA,SF,2025-11-09,4.18,22.0,6.0,1.0,0,0.2548577506652165,0.4,0.5377747252747253,1,10,,,,,1.51,18.42,,
00-0037742,Treylon Burks,WR,WAS,DET,2025-11-09,4.09,29.0,5.0,1.0,1,-0.1204819871553674,0.4,0.4870546120546121,25,13,,,,,1.48,24.13,,
00-0031549,Nelson Agholor,WR,BAL,MIN,2025-11-09,4.07,22.0,2.0,1.0,0,-0.0035963003912532,0.8181818181818182,0.4665334665334665,17,15,,,,,1.29,14.76,,
00-0034407,Ray-Ray McCloud,WR,NYG,CHI,2025-11-09,4.06,25.0,2.0,1.0,0,-0.0875692463965452,0.625,0.5231684981684982,23,12,,,,,1.43,21.3,,
00-0034983,Hunter Renfrow,WR,CAR,NO,2025-11-09,4.04,16.5,6.0,1.0,1,0.0619172570125864,0.25,0.5463286713286714,12,7,,,,,2.19,25.72,,
00-0033536,Mike Williams,WR,PIT,LAC,2025-11-09,4.03,24.25,2.0,1.0,0,0.069888843890464,0.9333333333333332,0.5423326673326674,10,8,,,,,1.91,26.52,,
00-0039394,Casey Washington,WR,ATL,IND,2025-11-09,4.0,27.5,5.0,1.0,0,0.0221513693594375,0.6666666666666666,0.4211413586413586,14,22,,,,,1.47,24.2,,
00-0040667,Matthew Golden,WR,GB,PHI,2025-11-10,3.99,22.0,2.0,0.5,1,0.1529564013719251,0.4666666666666667,0.7367007992007992,6,1,,,,,1.4,18.97,,
00-0039451,Isaiah Williams,WR,NYJ,CLE,2025-11-09,3.96,19.5,6.0,1.0,1,-0.2392364677490492,0.8,0.4395812520812521,28,19,,,,,2.42,17.53,,
00-0037524,Tay Martin,WR,WAS,DET,2025-11-09,3.94,29.0,2.0,1.0,1,-0.1204819871553674,0.3333333333333333,0.4870546120546121,25,13,,,,,1.6,25.35,,
00-0039355,Luke McCaffrey,WR,WAS,DET,2025-11-09,3.91,29.0,7.0,1.0,1,-0.1204819871553674,0.5714285714285714,0.4870546120546121,25,13,,,,,1.47,24.35,,
00-0031236,Brandin Cooks,WR,BUF,MIA,2025-11-09,3.89,21.0,2.0,1.0,0,0.1692050266074698,0.2142857142857142,0.4848068598068598,2,14,,,,,1.25,24.22,,
00-0038953,Dylan Drummond,WR,ATL,IND,2025-11-09,3.89,27.5,2.0,1.0,0,0.0221513693594375,0.7333333333333333,0.4211413586413586,14,22,,,,,1.75,22.87,,
00-0036387,Jalen Reagor,WR,LAC,PIT,2025-11-09,3.86,21.25,2.0,1.0,1,0.0667973673123801,0.6363636363636364,0.4346486846486846,11,20,,,,,1.3,16.22,,
00-0030431,Robert Woods,WR,HOU,JAX,2025-11-09,3.84,19.5,2.0,1.0,1,0.0063511369932493,0.6666666666666666,0.4002247752247752,16,24,,,,,1.69,20.14,,
00-0034272,Marquez Valdes-Scantling,WR,PIT,LAC,2025-11-09,3.83,24.25,2.0,1.0,0,0.069888843890464,0.2,0.5423326673326674,10,8,,,,,1.41,21.65,,
00-0032211,Tyler Lockett,WR,LV,DEN,2025-11-06,3.76,26.0,2.0,1.0,0,-0.2095284627489942,0.1333333333333333,0.681984681984682,27,2,,,,,1.88,24.22,,
00-0038941,Tyler Scott,WR,CHI,NYG,2025-11-09,3.7,20.5,2.0,1.0,1,0.075685334949902,0.5333333333333333,0.5668914418914419,9,6,,,,,1.15,14.49,,
00-0036345,K.J. Osborn,WR,NE,TB,2025-11-09,3.6,25.5,2.0,1.0,0,0.1569497663344893,0.5,0.4147435897435897,5,23,,,,,1.64,20.93,,
00-0038938,Jalin Hyatt,WR,NYG,CHI,2025-11-09,3.6,25.0,5.0,1.0,0,-0.0875692463965452,0.5555555555555556,0.5231684981684982,23,12,,,,,1.06,18.12,,
00-0030564,DeAndre Hopkins,WR,BAL,MIN,2025-11-09,3.59,22.0,3.0,1.0,0,-0.0035963003912532,0.6,0.4665334665334665,17,15,,,,,1.5,19.56,,
00-0040581,Dont'e Thornton Jr.,WR,LV,DEN,2025-11-06,3.59,26.0,4.0,1.0,0,-0.2095284627489942,0.1333333333333333,0.681984681984682,27,2,,,,,1.3,13.69,,
00-0039342,Xavier Legette,WR,CAR,NO,2025-11-09,3.56,16.5,2.0,1.0,1,0.0619172570125864,0.8,0.5463286713286714,12,7,,,,,1.63,18.22,,
00-0034867,Malik Turner,WR,SF,LA,2025-11-09,3.53,27.5,2.0,1.0,1,0.1645314529215629,0.75,0.3858641358641358,3,26,,,,,1.42,18.5,,
00-0038621,DeMario Douglas,WR,NE,TB,2025-11-09,3.5,25.5,4.0,1.0,0,0.1569497663344893,0.2,0.4147435897435897,5,23,,,,,1.19,13.19,,
00-0033307,Kendrick Bourne,WR,SF,LA,2025-11-09,3.47,27.5,3.0,1.0,1,0.1645314529215629,0.7333333333333333,0.3858641358641358,3,26,,,,,1.5,19.63,,
00-0033943,Josh Reynolds,WR,NYJ,CLE,2025-11-09,3.46,19.5,8.0,1.0,1,-0.2392364677490492,0.6,0.4395812520812521,28,19,,,,,1.67,20.41,,
00-0038618,Xavier Hutchinson,WR,HOU,JAX,2025-11-09,3.45,19.5,3.0,1.0,1,0.0063511369932493,0.7333333333333333,0.4002247752247752,16,24,,,,,1.46,18.89,,
00-0035639,Parris Campbell,WR,PHI,GB,2025-11-10,3.44,23.5,2.0,1.0,0,0.0590580013814779,0.3333333333333333,0.4583749583749584,13,18,,,,,1.92,19.03,,
00-0030035,Adam Thielen,WR,PIT,LAC,2025-11-09,3.24,24.25,4.0,1.0,0,0.069888843890464,0.2,0.5423326673326674,10,8,,,,,1.33,18.51,,
00-0036980,Elijah Moore,WR,BUF,MIA,2025-11-09,3.21,21.0,6.0,1.0,0,0.1692050266074698,0.2222222222222222,0.4848068598068598,2,14,,,,,1.28,17.44,,
00-0031235,Odell Beckham Jr.,WR,MIA,BUF,2025-11-09,3.11,29.5,2.0,1.0,1,-0.0064661809473301,0.7272727272727273,0.3139985014985015,18,27,,,,,1.63,17.6,,
00-0040131,Kyle Williams,WR,NE,TB,2025-11-09,3.05,25.5,5.0,1.0,0,0.1569497663344893,0.2,0.4147435897435897,5,23,,,,,1.12,19.0,,
00-0036550,Rashod Bateman,WR,BAL,MIN,2025-11-09,3.03,22.0,2.0,1.0,0,-0.0035963003912532,0.7857142857142857,0.4665334665334665,17,15,,,,,1.15,21.97,,
00-0033589,David Moore,WR,CAR,NO,2025-11-09,3.02,16.5,7.0,1.0,1,0.0619172570125864,0.5,0.5463286713286714,12,7,,,,,1.03,15.43,,
00-0034419,Braxton Berrios,WR,HOU,JAX,2025-11-09,3.0,19.5,6.0,1.0,1,0.0063511369932493,0.75,0.4002247752247752,16,24,,,,,1.8,18.17,,
00-0038640,Jalen Brooks,WR,ARI,SEA,2025-11-09,2.99,25.75,2.0,1.0,0,-0.0200817692320336,0.3571428571428571,0.5669955044955045,21,5,,,,,1.06,14.6,,
00-0036182,Nick Westbrook-Ikhine,WR,MIA,BUF,2025-11-09,2.97,29.5,3.0,1.0,1,-0.0064661809473301,0.5384615384615384,0.3139985014985015,18,27,,,,,0.78,10.35,,
00-0039747,Ainias Smith,WR,PHI,GB,2025-11-10,2.92,23.5,2.0,1.0,0,0.0590580013814779,0.375,0.4583749583749584,13,18,,,,,1.3,10.48,,
00-0033251,Zach Pascal,WR,ARI,SEA,2025-11-09,2.9,25.75,2.0,1.0,0,-0.0200817692320336,0.6,0.5669955044955045,21,5,,,,,0.87,12.43,,
00-0036841,Austin Trammell,WR,JAX,HOU,2025-11-09,2.9,18.0,6.0,1.0,0,0.1250437759787225,0.0909090909090909,0.4613719613719613,7,17,,,,,1.21,18.51,,
00-0037231,Kevin Austin Jr.,WR,NO,CAR,2025-11-09,2.87,22.0,2.0,1.0,0,-0.0114811011743694,0.2,0.4249292374292374,20,21,,,,,1.41,17.38,,
00-0037741,Jahan Dotson,WR,PHI,GB,2025-11-10,2.86,23.5,3.0,1.0,0,0.0590580013814779,0.7333333333333333,0.4583749583749584,13,18,,,,,1.3,16.06,,
00-0032128,Chris Conley,WR,SF,LA,2025-11-09,2.85,27.5,2.0,1.0,1,0.1645314529215629,0.8666666666666667,0.3858641358641358,3,26,,,,,1.8,22.11,,
00-0037837,Calvin Austin III,WR,PIT,LAC,2025-11-09,2.79,24.25,2.0,1.0,0,0.069888843890464,0.5714285714285714,0.5423326673326674,10,8,,,,,1.29,19.06,,
00-0039236,Johnny Wilson,WR,PHI,GB,2025-11-10,2.79,23.5,6.0,1.0,0,0.0590580013814779,0.7692307692307693,0.4583749583749584,13,18,,,,,1.07,14.7,,
00-0039521,Xavier Weaver,WR,ARI,SEA,2025-11-09,2.79,25.75,5.0,0.5,0,-0.0200817692320336,0.3571428571428571,0.5669955044955045,21,5,,,,,0.88,15.7,,
00-0035140,Mecole Hardman,WR,BUF,MIA,2025-11-09,2.75,21.0,2.0,1.0,0,0.1692050266074698,0.6666666666666666,0.4848068598068598,2,14,,,,,1.02,7.63,,
00-0038647,Ronnie Bell,WR,NO,CAR,2025-11-09,2.74,22.0,2.0,1.0,0,-0.0114811011743694,0.2,0.4249292374292374,20,21,,,,,1.27,20.28,,
00-0039379,Jamari Thrash,WR,CLE,NYJ,2025-11-09,2.67,18.0,3.0,1.0,0,-0.2035625371766095,0.7142857142857143,0.5391483516483516,26,9,,,,,1.0,14.69,,
00-0031428,Allen Robinson,WR,DET,WAS,2025-11-09,2.65,20.5,2.0,1.0,0,0.1573203137248841,0.7692307692307693,0.6192557442557443,4,4,,,,,1.08,12.95,,
00-0040237,Tez Johnson,WR,TB,NE,2025-11-09,2.65,23.0,3.0,1.0,1,0.0114114413538503,0.4,0.3117715617715617,15,28,,,,,1.2,12.66,,
00-0039792,Devontez Walker,WR,BAL,MIN,2025-11-09,2.62,22.0,5.0,1.0,0,-0.0035963003912532,0.7857142857142857,0.4665334665334665,17,15,,,,,0.84,15.88,,
00-0036913,Kadarius Toney,WR,CLE,NYJ,2025-11-09,2.61,18.0,2.0,1.0,0,-0.2035625371766095,0.5833333333333334,0.5391483516483516,26,9,,,,,1.17,11.39,,
00-0040009,Savion Williams,WR,GB,PHI,2025-11-10,2.58,22.0,6.0,0.5,1,0.1529564013719251,0.4,0.7367007992007992,6,1,,,,,1.39,15.43,,
00-0040184,KeAndre Lambert-Smith,WR,LAC,PIT,2025-11-09,2.55,21.25,5.0,0.5,1,0.0667973673123801,0.6666666666666666,0.4346486846486846,11,20,,,,,1.16,15.33,,
00-0034487,Trent Sherfield,WR,DEN,LV,2025-11-06,2.51,16.5,5.0,1.0,1,0.1174218214754575,1.0,0.4614968364968364,8,16,,,,,0.62,7.85,,
00-0034521,Allen Lazard,WR,NYJ,CLE,2025-11-09,2.51,19.5,4.0,1.0,1,-0.2392364677490492,0.4166666666666667,0.4395812520812521,28,19,,,,,1.32,15.25,,
00-0035891,Cody White,WR,SEA,ARI,2025-11-09,2.51,18.75,2.0,1.0,1,-0.0089089855616453,0.3333333333333333,0.5245171495171495,19,11,,,,,1.06,15.52,,
00-0040024,Darius Cooper,WR,PHI,GB,2025-11-10,2.51,23.5,4.0,1.0,0,0.0590580013814779,0.7333333333333333,0.4583749583749584,13,18,,,,,1.28,14.41,,
00-0039543,Ramel Keyton,WR,LV,DEN,2025-11-06,2.5,26.0,2.0,1.0,0,-0.2095284627489942,0.3333333333333333,0.681984681984682,27,2,,,,,1.13,17.38,,
00-0034854,KhaDarel Hodge,WR,ATL,IND,2025-11-09,2.44,27.5,4.0,1.0,0,0.0221513693594375,0.5,0.4211413586413586,14,22,,,,,1.4,19.9,,
00-0040582,Arian Smith,WR,NYJ,CLE,2025-11-09,2.39,19.5,7.0,1.0,1,-0.2392364677490492,0.8,0.4395812520812521,28,19,,,,,0.86,13.99,,
00-0038979,Cedric Tillman,WR,CLE,NYJ,2025-11-09,2.38,18.0,6.0,1.0,0,-0.2035625371766095,0.6,0.5391483516483516,26,9,,,,,1.06,13.87,,
00-0034418,Cedrick Wilson Jr.,WR,MIA,BUF,2025-11-09,2.35,29.5,5.0,1.0,1,-0.0064661809473301,0.4666666666666667,0.3139985014985015,18,27,,,,,1.16,12.11,,
00-0039623,Mason Tipton,WR,NO,CAR,2025-11-09,2.35,22.0,4.0,1.0,0,-0.0114811011743694,0.5384615384615384,0.4249292374292374,20,21,,,,,1.28,14.17,,
00-0031941,Jamison Crowder,WR,WAS,DET,2025-11-09,2.29,29.0,2.0,1.0,1,-0.1204819871553674,0.5333333333333333,0.4870546120546121,25,13,,,,,1.45,17.38,,
00-0038359,Xavier Smith,WR,LA,SF,2025-11-09,2.27,22.0,5.0,1.0,0,0.2548577506652165,0.4,0.5377747252747253,1,10,,,,,1.22,13.22,,
00-0037300,Mike Woods,WR,CLE,NYJ,2025-11-09,2.25,18.0,2.0,1.0,0,-0.2035625371766095,0.4285714285714285,0.5391483516483516,26,9,,,,,1.08,14.46,,
00-0038465,Malik Heath,WR,GB,PHI,2025-11-10,2.25,22.0,5.0,1.0,1,0.1529564013719251,0.5,0.7367007992007992,6,1,,,,,1.11,12.05,,
00-0040590,Konata Mumpfield,WR,LA,SF,2025-11-09,2.22,22.0,4.0,1.0,0,0.2548577506652165,0.4,0.5377747252747253,1,10,,,,,1.13,11.41,,
00-0038891,Shedrick Jackson,WR,LV,DEN,2025-11-06,2.21,26.0,2.0,1.0,0,-0.2095284627489942,0.1333333333333333,0.681984681984682,27,2,,,,,0.98,15.77,,
00-0032688,Robbie Chosen,WR,WAS,DET,2025-11-09,2.2,29.0,2.0,1.0,1,-0.1204819871553674,0.625,0.4870546120546121,25,13,,,,,1.24,16.92,,
00-0036955,Terrace Marshall Jr.,WR,LV,DEN,2025-11-06,2.17,26.0,2.0,1.0,0,-0.2095284627489942,0.2142857142857142,0.681984681984682,27,2,,,,,0.79,13.15,,
00-0040164,Jaylin Lane,WR,WAS,DET,2025-11-09,2.17,29.0,3.0,1.0,1,-0.1204819871553674,0.1538461538461538,0.4870546120546121,25,13,,,,,0.98,15.02,,
00-0038090,Skyy Moore,WR,SF,LA,2025-11-09,2.15,27.5,5.0,1.0,1,0.1645314529215629,0.7333333333333333,0.3858641358641358,3,26,,,,,0.58,7.32,,
00-0038573,Derius Davis,WR,LAC,PIT,2025-11-09,2.15,21.25,6.0,1.0,1,0.0667973673123801,0.6666666666666666,0.4346486846486846,11,20,,,,,0.83,8.91,,
00-0034054,River Cracraft,WR,WAS,DET,2025-11-09,2.1,29.0,2.0,1.0,1,-0.1204819871553674,0.4,0.4870546120546121,25,13,,,,,1.28,17.13,,
00-0036877,Jaelon Darden,WR,SEA,ARI,2025-11-09,2.08,18.75,2.0,1.0,1,-0.0089089855616453,0.2666666666666666,0.5245171495171495,19,11,,,,,0.61,8.85,,
00-0035021,Ashton Dulin,WR,IND,ATL,2025-11-09,2.01,21.0,4.0,1.0,1,-0.1099062493798814,0.7333333333333333,0.6739094239094239,24,3,,,,,0.92,15.18,,
00-0040138,Jaylin Noel,WR,HOU,JAX,2025-11-09,1.97,19.5,5.0,1.0,1,0.0063511369932493,0.7333333333333333,0.4002247752247752,16,24,,,,,0.85,9.2,,
00-0040259,Gage Larvadain,WR,CLE,NYJ,2025-11-09,1.94,18.0,4.0,1.0,0,-0.2035625371766095,0.6,0.5391483516483516,26,9,,,,,0.85,11.19,,
00-0038821,Rakim Jarrett,WR,TB,NE,2025-11-09,1.92,23.0,2.0,1.0,1,0.0114114413538503,0.4285714285714285,0.3117715617715617,15,28,,,,,0.81,11.6,,
00-0036268,Laviska Shenault Jr.,WR,SEA,ARI,2025-11-09,1.87,18.75,2.0,1.0,1,-0.0089089855616453,0.4285714285714285,0.5245171495171495,19,11,,,,,0.66,5.92,,
00-0039052,Trey Palmer,WR,TB,NE,2025-11-09,1.86,23.0,5.0,1.0,1,0.0114114413538503,0.2666666666666666,0.3117715617715617,15,28,,,,,0.64,9.25,,
00-0036959,Michael Bandy,WR,DEN,LV,2025-11-06,1.77,16.5,2.0,1.0,1,0.1174218214754575,0.6923076923076923,0.4614968364968364,8,16,,,,,0.37,6.34,,
00-0037487,Deven Thompkins,WR,ATL,IND,2025-11-09,1.69,27.5,2.0,1.0,0,0.0221513693594375,0.7333333333333333,0.4211413586413586,14,22,,,,,0.82,9.79,,
00-0039751,Jordan Whittington,WR,LA,SF,2025-11-09,1.68,22.0,3.0,0.5,0,0.2548577506652165,0.4,0.5377747252747253,1,10,,,,,1.1,11.69,,
00-0034646,Brandon Powell,WR,MIN,BAL,2025-11-09,1.66,26.5,2.0,1.0,1,-0.0559571697535418,0.7333333333333333,0.3954170829170829,22,25,,,,,0.65,10.04,,
00-0039920,Malachi Corley,WR,CLE,NYJ,2025-11-09,1.53,18.0,5.0,1.0,0,-0.2035625371766095,0.6,0.5391483516483516,26,9,,,,,1.02,7.37,,
00-0033292,Trent Taylor,WR,SF,LA,2025-11-09,1.43,27.5,9.0,1.0,1,0.1645314529215629,0.25,0.3858641358641358,3,26,,,,,0.58,3.41,,
00-0035602,Alex Bachman,WR,LV,DEN,2025-11-06,1.43,26.0,5.0,1.0,0,-0.2095284627489942,0.1333333333333333,0.681984681984682,27,2,,,,,0.61,7.89,,
00-0035215,Deonte Harty,WR,BAL,MIN,2025-11-09,1.4,22.0,2.0,1.0,0,-0.0035963003912532,1.0,0.4665334665334665,17,15,,,,,0.31,6.97,,
00-0039365,Jacob Cowing,WR,SF,LA,2025-11-09,1.39,27.5,8.0,1.0,1,0.1645314529215629,0.8666666666666667,0.3858641358641358,3,26,,,,,0.85,9.59,,
00-0035976,Dan Chisena,WR,CAR,NO,2025-11-09,1.38,16.5,2.0,1.0,1,0.0619172570125864,0.5333333333333333,0.5463286713286714,12,7,,,,,0.46,7.23,,
00-0039614,Jermaine Jackson,WR,NO,CAR,2025-11-09,1.35,22.0,2.0,1.0,0,-0.0114811011743694,0.125,0.4249292374292374,20,21,,,,,0.44,7.95,,
00-0036497,Tim Jones,WR,JAX,HOU,2025-11-09,1.27,18.0,2.0,1.0,0,0.1250437759787225,0.2857142857142857,0.4613719613719613,7,17,,,,,0.42,7.12,,
00-0039853,Javon Baker,WR,NE,TB,2025-11-09,1.25,25.5,2.0,1.0,0,0.1569497663344893,0.6,0.4147435897435897,5,23,,,,,0.69,7.25,,
00-0034928,Steven Sims,WR,ARI,SEA,2025-11-09,1.23,25.75,2.0,1.0,0,-0.0200817692320336,0.3333333333333333,0.5669955044955045,21,5,,,,,0.37,5.92,,
00-0040154,Tai Felton,WR,MIN,BAL,2025-11-09,1.23,26.5,5.0,1.0,1,-0.0559571697535418,0.1428571428571428,0.3954170829170829,22,25,,,,,0.6,8.23,,
00-0036862,Ben Skowronek,WR,PIT,LAC,2025-11-09,1.22,24.25,5.0,1.0,0,0.069888843890464,0.5714285714285714,0.5423326673326674,10,8,,,,,0.56,9.61,,
00-0031763,DeAndre Carter,WR,CLE,NYJ,2025-11-09,1.21,18.0,7.0,1.0,0,-0.2035625371766095,1.0,0.5391483516483516,26,9,,,,,0.38,5.36,,
00-0032951,Laquon Treadwell,WR,IND,ATL,2025-11-09,1.17,21.0,2.0,1.0,1,-0.1099062493798814,0.6666666666666666,0.6739094239094239,24,3,,,,,0.55,3.8,,
00-0040506,Myles Price,WR,MIN,BAL,2025-11-09,1.17,26.5,6.0,1.0,1,-0.0559571697535418,0.1428571428571428,0.3954170829170829,22,25,,,,,0.58,8.19,,
00-0035544,Tom Kennedy,WR,DET,WAS,2025-11-09,1.12,20.5,2.0,1.0,0,0.1573203137248841,0.4666666666666667,0.6192557442557443,4,4,,,,,0.6,5.33,,
00-0036254,Collin Johnson,WR,CHI,NYG,2025-11-09,1.11,20.5,2.0,1.0,1,0.075685334949902,0.8571428571428571,0.5668914418914419,9,6,,,,,0.42,4.04,,
00-0039589,Kameron Johnson,WR,TB,NE,2025-11-09,1.11,23.0,6.0,1.0,1,0.0114114413538503,0.4,0.3117715617715617,15,28,,,,,0.57,5.71,,
00-0037708,Maurice Alexander,WR,DET,WAS,2025-11-09,1.08,20.5,2.0,1.0,0,0.1573203137248841,0.3636363636363636,0.6192557442557443,4,4,,,,,0.68,6.7,,
00-0035876,Andre Baccellia,WR,ARI,SEA,2025-11-09,1.04,25.75,2.0,1.0,0,-0.0200817692320336,0.75,0.5669955044955045,21,5,,,,,0.31,4.7,,
00-0036635,Ihmir Smith-Marsette,WR,NYG,CHI,2025-11-09,1.02,25.0,2.0,1.0,0,-0.0875692463965452,0.4666666666666667,0.5231684981684982,23,12,,,,,0.4,2.83,,
00-0039907,Ja'Lynn Polk,WR,NE,TB,2025-11-09,0.99,25.5,6.0,1.0,0,0.1569497663344893,0.4615384615384615,0.4147435897435897,5,23,,,,,0.71,6.96,,
00-0033572,Jamal Agnew,WR,ATL,IND,2025-11-09,0.94,27.5,6.0,1.0,0,0.0221513693594375,0.1818181818181818,0.4211413586413586,14,22,,,,,0.84,8.48,,
00-0038496,Xavier Gipson,WR,PHI,GB,2025-11-10,0.89,23.5,5.0,1.0,0,0.0590580013814779,0.6666666666666666,0.4583749583749584,13,18,,,,,0.54,2.81,,
00-0034860,Dante Pettis,WR,NO,CAR,2025-11-09,0.85,22.0,2.0,1.0,0,-0.0114811011743694,0.2,0.4249292374292374,20,21,,,,,0.76,9.57,,
00-0037132,Britain Covey,WR,PHI,GB,2025-11-10,0.85,23.5,2.0,1.0,0,0.0590580013814779,0.7333333333333333,0.4583749583749584,13,18,,,,,0.44,4.1,,
00-0036331,Devin Duvernay,WR,CHI,NYG,2025-11-09,0.84,20.5,5.0,1.0,1,0.075685334949902,0.7333333333333333,0.5668914418914419,9,6,,,,,0.41,6.66,,
00-0037387,Jalen Virgil,WR,BUF,MIA,2025-11-09,0.82,21.0,2.0,1.0,0,0.1692050266074698,0.5,0.4848068598068598,2,14,,,,,0.26,3.99,,
00-0038824,Ryan Miller,WR,TB,NE,2025-11-09,0.79,23.0,5.0,1.0,1,0.0114114413538503,0.2727272727272727,0.3117715617715617,15,28,,,,,0.56,5.77,,
00-0040563,Efton Chism III,WR,NE,TB,2025-11-09,0.78,25.5,6.0,1.0,0,0.1569497663344893,0.2,0.4147435897435897,5,23,,,,,0.4,5.01,,
00-0035645,Gunner Olszewski,WR,NYG,CHI,2025-11-09,0.76,25.0,4.0,1.0,0,-0.0875692463965452,0.1333333333333333,0.5231684981684982,23,12,,,,,0.19,1.43,,
00-0037156,Irvin Charles,WR,NYJ,CLE,2025-11-09,0.73,19.5,9.0,1.0,1,-0.2392364677490492,0.4,0.4395812520812521,28,19,,,,,0.19,3.52,,
00-0040431,Dalen Cambre,WR,NYG,CHI,2025-11-09,0.73,25.0,2.0,1.0,0,-0.0875692463965452,0.2307692307692307,0.5231684981684982,23,12,,,,,0.17,2.63,,
00-0036630,Tylan Wallace,WR,BAL,MIN,2025-11-09,0.61,22.0,4.0,1.0,0,-0.0035963003912532,0.2,0.4665334665334665,17,15,,,,,0.25,6.68,,
00-0038477,Bryce Ford-Wheaton,WR,NYG,CHI,2025-11-09,0.56,25.0,7.0,1.0,0,-0.0875692463965452,0.3636363636363636,0.5231684981684982,23,12,,,,,0.45,3.73,,
00-0040075,LaJohntay Wester,WR,BAL,MIN,2025-11-09,0.46,22.0,6.0,1.0,0,-0.0035963003912532,0.6,0.4665334665334665,17,15,,,,,0.19,3.9,,
00-0040218,Jimmy Horn Jr.,WR,CAR,NO,2025-11-09,0.35,16.5,4.0,1.0,1,0.0619172570125864,0.8,0.5463286713286714,12,7,,,,,0.29,1.3,,
00-0038840,Brycen Tremayne,WR,CAR,NO,2025-11-09,0.27,16.5,5.0,0.5,1,0.0619172570125864,0.8,0.5463286713286714,12,7,,,,,0.13,1.62,,
00-0036646,Simi Fehoko,WR,ARI,SEA,2025-11-09,0.17,25.75,6.0,1.0,0,-0.0200817692320336,0.375,0.5669955044955045,21,5,,,,,0.02,0.19,,
